customerID,gender,SeniorCitizen,Partner,Dependents,tenure
956,Male,0,Yes,No,1
957,Female,0,Yes,Yes,71
958,Male,0,No,No,4
959,Male,0,No,No,25
960,Female,0,Yes,Yes,32
961,Male,1,Yes,No,7
962,Male,0,No,No,17
963,Male,1,Yes,No,8
964,Female,1,No,No,56
965,Male,0,No,No,1
966,Male,1,No,No,8
967,Male,0,No,No,7
968,Male,0,No,Yes,3
969,Female,0,No,No,71
970,Female,0,No,No,2
971,Female,0,No,No,1
972,Male,0,Yes,No,49
973,Male,0,No,No,58
974,Male,1,Yes,No,44
975,Female,0,Yes,Yes,59
976,Male,0,No,No,71
977,Male,0,No,No,1
978,Female,0,No,No,11
979,Male,1,Yes,No,62
980,Female,0,Yes,Yes,35
981,Female,0,No,No,20
982,Male,0,Yes,Yes,40
983,Female,0,No,No,39
984,Male,0,No,No,1
985,Female,0,Yes,Yes,72
986,Female,1,Yes,No,33
987,Female,0,No,No,12
988,Male,0,No,No,1
989,Male,0,No,Yes,27
990,Male,0,Yes,Yes,34
991,Female,0,Yes,No,56
992,Female,0,No,No,58
993,Female,0,Yes,Yes,22
994,Female,0,Yes,Yes,10
995,Male,0,No,No,13
996,Female,0,No,No,35
997,Female,0,No,No,34
998,Female,1,No,No,4
999,Male,0,Yes,No,72
1000,Male,0,No,No,2
1001,Female,0,No,No,7
1002,Male,1,Yes,No,27
1003,Male,0,Yes,Yes,4
1004,Female,0,No,No,37
1005,Male,0,No,No,21
1006,Female,1,Yes,No,53
1007,Female,0,No,No,18
1008,Female,0,No,No,2
1009,Male,0,Yes,Yes,32
1010,Male,1,Yes,No,23
1011,Male,0,No,No,3
1012,Female,0,Yes,Yes,71
1013,Male,0,No,No,9
1014,Female,0,No,No,1
1015,Male,0,Yes,Yes,18
1016,Male,0,Yes,Yes,12
1017,Male,0,Yes,No,71
1018,Female,0,No,No,64
1019,Male,0,No,No,4
1020,Female,0,No,No,23
1021,Female,0,Yes,Yes,39
1022,Male,0,Yes,No,28
1023,Female,1,No,No,5
1024,Female,1,Yes,No,45
1025,Male,0,No,No,37
1026,Female,1,Yes,No,60
1027,Male,1,No,No,8
1028,Female,0,No,No,47
1029,Male,0,Yes,Yes,26
1030,Female,1,Yes,Yes,3
1031,Female,0,Yes,Yes,50
1032,Male,0,Yes,Yes,27
1033,Female,1,No,No,8
1034,Female,0,Yes,No,62
1035,Female,0,Yes,No,71
1036,Male,0,No,No,66
1037,Male,0,Yes,Yes,68
1038,Female,0,No,No,13
1039,Male,0,Yes,No,56
1040,Male,0,Yes,No,38
1041,Male,1,No,No,14
1042,Female,0,No,Yes,16
1043,Female,0,Yes,Yes,14
1044,Male,0,Yes,Yes,32
1045,Female,0,No,No,8
1046,Female,0,Yes,Yes,43
1047,Female,0,No,No,52
1048,Male,0,No,No,3
1049,Male,0,No,No,29
1050,Female,0,No,No,1
1051,Male,1,No,No,12
1052,Female,0,Yes,Yes,16
1053,Female,0,No,No,40
1054,Female,0,No,No,5
1055,Male,0,Yes,No,40
1056,Female,0,No,No,36
1057,Female,0,No,No,5
1058,Female,0,No,No,10
1059,Male,0,Yes,Yes,2
1060,Male,0,No,No,23
1061,Male,0,Yes,Yes,26
1062,Female,1,Yes,No,72
1063,Female,0,Yes,No,34
1064,Male,0,No,No,10
1065,Female,0,No,No,14
1066,Female,0,No,No,23
1067,Male,0,Yes,No,47
1068,Male,0,Yes,No,24
1069,Male,0,Yes,No,49
1070,Male,1,No,No,20
1071,Female,0,No,No,2
1072,Female,0,No,No,2
1073,Male,0,No,No,22
1074,Male,0,No,No,7
1075,Male,0,No,No,1
1076,Female,0,Yes,Yes,59
1077,Female,0,Yes,Yes,58
1078,Female,0,No,No,41
1079,Female,1,No,No,59
1080,Female,0,Yes,Yes,3
1081,Male,0,No,No,32
1082,Male,1,Yes,No,46
1083,Male,0,Yes,Yes,0
1084,Male,0,No,No,2
1085,Female,0,Yes,Yes,52
1086,Female,1,No,No,13
1087,Female,1,No,No,11
1088,Male,0,No,No,32
1089,Male,1,Yes,No,17
1090,Female,0,No,No,16
1091,Female,0,No,No,51
1092,Male,0,No,No,29
1093,Male,0,Yes,No,70
1094,Female,0,Yes,Yes,71
1095,Male,0,Yes,Yes,41
1096,Male,0,No,No,1
1097,Female,0,Yes,No,7
1098,Male,0,Yes,Yes,25
1099,Male,0,Yes,Yes,67
1100,Male,0,Yes,Yes,5
1101,Male,0,No,Yes,15
1102,Female,0,Yes,Yes,20
1103,Male,0,Yes,Yes,3
1104,Male,0,Yes,Yes,54
1105,Male,0,No,No,42
1106,Female,0,Yes,No,9
1107,Female,0,No,No,63
1108,Female,0,Yes,No,69
1109,Female,0,No,No,69
1110,Male,0,Yes,No,40
1111,Male,0,No,No,60
1112,Female,0,No,No,4
1113,Female,1,No,No,71
1114,Female,0,Yes,No,37
1115,Male,0,Yes,No,32
1116,Male,0,No,No,39
1117,Female,0,No,No,38
1118,Male,0,No,No,52
1119,Female,0,Yes,Yes,48
1120,Male,0,Yes,Yes,70
1121,Male,0,No,No,20
1122,Female,0,No,No,50
1123,Female,0,No,No,19
1124,Male,0,Yes,Yes,25
1125,Male,0,No,No,12
1126,Male,1,Yes,No,39
1127,Male,0,No,No,7
1128,Female,0,Yes,Yes,23
1129,Male,0,No,No,27
1130,Male,1,No,No,47
1131,Male,0,Yes,Yes,26
1132,Female,0,Yes,No,14
1133,Female,1,Yes,No,11
1134,Male,0,No,Yes,2
1135,Female,0,Yes,Yes,26
1136,Female,1,Yes,No,72
1137,Female,0,Yes,Yes,63
1138,Male,0,Yes,Yes,71
1139,Male,0,Yes,Yes,11
1140,Male,1,Yes,No,14
1141,Female,0,No,Yes,13
1142,Male,0,No,Yes,6
1143,Male,1,Yes,Yes,11
1144,Male,0,Yes,No,18
1145,Male,0,No,No,1
1146,Female,0,Yes,No,32
1147,Male,0,No,No,29
1148,Female,0,No,No,3
1149,Female,0,No,No,2
1150,Male,0,Yes,Yes,13
1151,Female,0,No,No,41
1152,Female,0,No,No,1
1153,Male,0,No,No,7
1154,Female,0,Yes,No,52
1155,Female,0,Yes,Yes,45
1156,Male,0,Yes,No,70
1157,Female,0,No,No,53
1158,Female,1,Yes,No,62
1159,Female,0,Yes,No,60
1160,Female,1,Yes,No,3
1161,Female,1,Yes,No,23
1162,Male,0,No,Yes,1
1163,Female,0,No,No,67
1164,Female,0,No,No,12
1165,Female,1,Yes,No,71
1166,Male,0,No,No,25
1167,Female,0,No,No,5
1168,Male,0,No,No,26
1169,Male,0,Yes,Yes,1
1170,Male,1,No,No,70
1171,Male,0,Yes,Yes,72
1172,Male,0,Yes,No,60
1173,Female,1,Yes,Yes,32
1174,Male,0,No,No,1
1175,Female,0,No,No,14
1176,Female,0,No,No,13
1177,Female,0,No,No,6
1178,Female,0,No,No,46
1179,Male,0,No,No,15
1180,Male,1,Yes,No,43
1181,Male,0,No,No,39
1182,Male,1,No,No,21
1183,Male,0,No,No,57
1184,Female,0,Yes,No,53
1185,Male,0,Yes,Yes,18
1186,Female,0,No,No,1
1187,Female,0,Yes,No,58
1188,Female,1,No,No,71
1189,Female,0,No,No,35
1190,Male,0,No,No,3
1191,Male,0,No,No,38
1192,Male,0,Yes,Yes,35
1193,Male,0,No,No,7
1194,Female,0,No,No,47
1195,Female,0,No,No,14
1196,Female,1,Yes,No,20
1197,Male,0,Yes,No,66
1198,Male,0,Yes,No,15
1199,Female,0,No,No,42
1200,Female,0,Yes,No,17
1201,Male,0,No,No,37
1202,Female,0,No,No,12
1203,Male,0,Yes,No,53
1204,Female,0,No,No,60
1205,Male,0,Yes,Yes,18
1206,Male,0,No,No,1
1207,Female,0,No,No,3
1208,Female,0,No,Yes,9
1209,Female,0,No,No,1
1210,Male,0,Yes,No,56
1211,Male,0,Yes,Yes,17
1212,Female,0,Yes,Yes,11
1213,Male,0,No,No,7
1214,Female,0,Yes,Yes,69
1215,Male,0,No,No,19
1216,Female,0,Yes,Yes,3
1217,Male,0,Yes,Yes,54
1218,Male,0,Yes,No,62
1219,Male,0,No,No,24
1220,Female,0,Yes,Yes,62
1221,Male,0,No,No,17
1222,Male,0,No,No,9
1223,Male,0,Yes,Yes,64
1224,Female,0,No,No,2
1225,Male,0,Yes,Yes,1
1226,Female,0,Yes,No,16
1227,Female,0,Yes,No,72
1228,Male,0,No,No,30
1229,Female,0,Yes,No,49
1230,Male,0,Yes,No,61
1231,Male,0,Yes,Yes,47
1232,Male,0,No,No,20
1233,Male,0,Yes,Yes,34
1234,Female,0,Yes,Yes,70
1235,Male,0,No,Yes,54
1236,Male,1,Yes,No,61
1237,Male,0,No,No,3
1238,Male,0,No,No,13
1239,Female,1,No,No,16
1240,Female,0,Yes,Yes,3
1241,Male,0,No,No,25
1242,Male,0,No,No,30
1243,Female,0,Yes,No,21
1244,Male,0,No,No,1
1245,Female,0,No,No,15
1246,Male,1,Yes,No,23
1247,Female,0,Yes,Yes,45
1248,Female,0,Yes,Yes,24
1249,Female,0,No,No,11
1250,Male,0,No,No,1
1251,Female,0,Yes,No,56
1252,Female,0,No,No,1
1253,Male,0,No,No,1
1254,Female,0,No,No,7
1255,Female,1,Yes,No,55
1256,Female,0,No,No,2
1257,Female,0,Yes,Yes,72
1258,Female,1,No,No,45
1259,Female,0,No,No,47
1260,Female,1,No,No,46
1261,Male,0,No,No,2
1262,Female,0,Yes,No,2
1263,Female,0,Yes,No,12
1264,Female,1,Yes,No,68
1265,Male,0,Yes,Yes,69
1266,Male,1,No,Yes,56
1267,Female,1,No,No,4
1268,Male,0,Yes,No,64
1269,Male,0,Yes,No,59
1270,Male,0,Yes,Yes,62
1271,Male,0,Yes,Yes,63
1272,Female,0,No,No,53
1273,Male,0,Yes,Yes,5
1274,Male,1,Yes,No,49
1275,Female,0,Yes,Yes,62
1276,Female,0,Yes,No,55
1277,Female,1,Yes,No,71
1278,Female,0,Yes,Yes,72
1279,Male,0,Yes,Yes,36
1280,Male,0,Yes,No,25
1281,Female,1,Yes,No,72
1282,Female,0,No,No,36
1283,Male,0,No,No,1
1284,Female,0,Yes,No,72
1285,Male,0,Yes,Yes,59
1286,Male,1,Yes,No,7
1287,Female,0,No,No,1
1288,Female,0,Yes,Yes,30
1289,Male,0,No,No,64
1290,Male,0,No,No,63
1291,Male,1,Yes,No,72
1292,Male,0,Yes,No,8
1293,Female,0,No,No,62
1294,Male,0,Yes,Yes,67
1295,Male,0,No,No,6
1296,Female,0,Yes,Yes,70
1297,Female,1,No,No,20
1298,Female,0,No,No,5
1299,Female,0,Yes,Yes,24
1300,Female,0,Yes,No,11
1301,Male,0,Yes,No,72
1302,Female,0,Yes,Yes,66
1303,Female,0,Yes,Yes,45
1304,Female,0,Yes,Yes,69
1305,Male,1,Yes,No,15
1306,Female,0,No,No,28
1307,Female,0,No,No,70
1308,Female,0,No,No,36
1309,Male,1,No,No,16
1310,Female,0,No,No,18
1311,Female,0,Yes,No,34
1312,Male,0,Yes,Yes,42
1313,Male,0,No,No,48
1314,Male,0,Yes,No,47
1315,Female,0,Yes,Yes,39
1316,Female,0,Yes,Yes,11
1317,Male,0,No,No,7
1318,Female,0,No,No,3
1319,Male,0,No,No,8
1320,Male,0,No,Yes,1
1321,Male,0,Yes,Yes,32
1322,Male,0,Yes,Yes,60
1323,Female,0,Yes,No,10
1324,Female,0,Yes,No,71
1325,Female,0,Yes,Yes,4
1326,Female,1,No,No,1
1327,Female,0,Yes,Yes,43
1328,Male,0,Yes,No,59
1329,Female,0,Yes,No,23
1330,Female,0,Yes,No,72
1331,Male,0,Yes,No,22
1332,Female,0,No,No,1
1333,Male,0,No,No,69
1334,Male,0,No,No,50
1335,Female,1,No,No,1
1336,Male,0,No,No,2
1337,Female,0,Yes,No,15
1338,Male,0,No,No,31
1339,Male,0,No,No,1
1340,Male,0,Yes,No,66
1341,Female,0,Yes,Yes,0
1342,Male,0,No,Yes,3
1343,Female,0,No,No,8
1344,Male,0,Yes,Yes,64
1345,Female,0,Yes,No,28
1346,Female,0,Yes,No,57
1347,Female,0,Yes,Yes,14
1348,Male,0,No,No,19
1349,Male,0,Yes,No,10
1350,Female,0,Yes,No,51
1351,Female,0,Yes,No,67
1352,Male,0,Yes,Yes,11
1353,Male,0,Yes,Yes,72
1354,Male,0,Yes,Yes,66
1355,Female,0,No,No,18
1356,Female,0,No,No,9
1357,Female,0,No,No,9
1358,Male,0,Yes,No,48
1359,Male,0,No,No,10
1360,Female,0,No,No,9
1361,Female,1,No,No,13
1362,Male,0,No,No,4
1363,Male,0,No,No,4
1364,Female,0,Yes,No,72
1365,Female,0,Yes,Yes,51
1366,Male,0,Yes,No,59
1367,Male,0,Yes,No,10
1368,Male,1,Yes,No,61
1369,Male,0,No,No,54
1370,Female,0,No,No,33
1371,Female,0,No,No,27
1372,Female,1,No,No,1
1373,Male,0,No,No,23
1374,Male,0,No,Yes,1
1375,Male,0,Yes,Yes,45
1376,Female,0,Yes,Yes,39
1377,Male,0,No,No,5
1378,Male,0,Yes,Yes,72
1379,Female,0,Yes,Yes,58
1380,Female,0,No,No,70
1381,Male,0,Yes,Yes,61
1382,Male,0,No,No,2
1383,Female,0,Yes,Yes,46
1384,Female,0,No,No,1
1385,Female,0,Yes,No,22
1386,Female,0,No,No,48
1387,Male,0,No,No,64
1388,Male,0,Yes,Yes,72
1389,Female,0,Yes,Yes,12
1390,Female,1,Yes,No,34
1391,Female,0,Yes,Yes,72
1392,Male,0,Yes,No,29
1393,Male,0,Yes,Yes,33
1394,Female,0,No,No,1
1395,Female,0,Yes,Yes,62
1396,Male,0,Yes,No,41
1397,Female,0,No,No,64
1398,Female,0,No,No,4
1399,Female,0,No,No,24
1400,Female,0,Yes,Yes,14
1401,Male,0,No,Yes,3
1402,Female,1,No,No,4
1403,Female,0,No,Yes,18
1404,Male,0,No,No,8
1405,Female,0,No,No,35
1406,Female,0,No,No,1
1407,Male,0,No,Yes,66
1408,Male,0,No,Yes,8
1409,Female,0,Yes,No,71
1410,Female,0,Yes,Yes,43
1411,Female,1,No,No,2
1412,Male,1,No,No,29
1413,Female,0,Yes,No,15
1414,Male,0,Yes,Yes,65
1415,Male,0,No,No,35
1416,Male,0,No,No,64
1417,Female,0,Yes,Yes,58
1418,Female,1,No,No,18
1419,Male,0,Yes,Yes,67
1420,Male,0,Yes,Yes,63
1421,Female,0,Yes,No,60
1422,Male,1,No,No,9
1423,Female,0,Yes,Yes,70
1424,Male,0,Yes,No,15
1425,Female,0,No,Yes,48
1426,Male,0,Yes,No,12
1427,Male,1,Yes,No,71
1428,Male,1,No,No,44
1429,Male,0,No,No,1
1430,Male,0,Yes,Yes,45
1431,Female,0,No,No,23
1432,Female,0,Yes,No,43
1433,Male,0,No,No,35
1434,Male,0,Yes,No,9
1435,Male,0,No,No,12
1436,Female,1,Yes,No,65
1437,Female,0,No,No,2
1438,Male,0,No,No,27
1439,Female,0,No,No,40
1440,Female,1,No,No,5
1441,Male,0,Yes,Yes,8
1442,Female,1,Yes,No,58
1443,Female,0,Yes,Yes,52
1444,Male,0,Yes,No,3
1445,Male,0,No,Yes,41
1446,Male,0,No,No,20
1447,Male,0,No,Yes,1
1448,Male,0,No,Yes,4
1449,Male,0,No,No,23
1450,Female,1,No,No,6
1451,Male,0,Yes,Yes,8
1452,Male,0,No,No,18
1453,Male,1,No,No,52
1454,Male,0,No,No,31
1455,Male,0,Yes,Yes,29
1456,Female,0,Yes,No,36
1457,Female,0,Yes,No,16
1458,Male,0,Yes,No,42
1459,Male,0,No,No,1
1460,Female,0,No,No,60
1461,Male,0,No,No,5
1462,Male,0,Yes,No,22
1463,Male,0,Yes,No,36
1464,Female,0,No,No,4
1465,Male,0,No,No,9
1466,Male,0,Yes,Yes,1
1467,Male,0,Yes,Yes,12
1468,Female,0,No,No,23
1469,Male,0,No,No,62
1470,Male,0,No,No,37
1471,Female,0,No,No,8
1472,Male,0,Yes,No,31
1473,Male,0,Yes,Yes,13
1474,Female,0,No,No,24
1475,Male,0,Yes,Yes,45
1476,Female,1,Yes,No,69
1477,Male,0,No,No,2
1478,Male,0,Yes,Yes,61
1479,Male,0,No,No,41
1480,Female,0,No,No,44
1481,Male,0,No,No,39
1482,Male,0,Yes,Yes,72
1483,Female,1,No,No,13
1484,Female,0,Yes,Yes,51
1485,Female,1,Yes,No,71
1486,Male,1,No,No,22
1487,Female,0,No,No,2
1488,Female,0,No,No,56
1489,Male,0,No,No,1
1490,Female,0,Yes,Yes,23
1491,Female,1,Yes,No,66
1492,Female,0,No,No,1
1493,Male,1,No,No,19
1494,Male,0,No,No,11
1495,Female,0,Yes,Yes,8
1496,Female,0,Yes,Yes,52
1497,Male,0,No,No,3
1498,Female,0,Yes,Yes,51
1499,Male,1,No,No,15
1500,Male,1,Yes,No,64
1501,Female,0,No,No,37
1502,Male,0,No,No,13
1503,Male,0,Yes,No,49
1504,Female,1,No,No,45
1505,Female,0,No,No,18
1506,Male,1,No,No,1
1507,Male,0,Yes,No,68
1508,Male,0,No,No,54
1509,Female,1,Yes,Yes,23
1510,Male,0,No,No,17
1511,Male,0,Yes,No,71
1512,Female,0,Yes,Yes,67
1513,Female,0,Yes,Yes,14
1514,Female,1,No,No,1
1515,Female,0,No,Yes,63
1516,Female,0,No,No,41
1517,Female,0,Yes,No,17
1518,Male,0,Yes,No,56
1519,Female,0,No,No,5
1520,Female,0,No,No,2
1521,Female,0,Yes,No,3
1522,Male,0,No,No,37
1523,Female,0,No,No,29
1524,Male,0,No,No,8
1525,Female,0,No,No,63
1526,Female,0,Yes,Yes,7
1527,Female,0,No,No,3
1528,Male,0,Yes,Yes,72
1529,Female,0,No,No,19
1530,Female,0,Yes,No,59
1531,Male,0,Yes,Yes,2
1532,Female,0,Yes,Yes,35
1533,Male,0,No,No,14
1534,Female,0,No,No,14
1535,Female,0,Yes,Yes,69
1536,Male,1,Yes,No,7
1537,Male,0,Yes,Yes,69
1538,Female,0,Yes,Yes,72
1539,Male,0,No,No,8
1540,Female,0,Yes,Yes,4
1541,Male,0,Yes,Yes,63
1542,Male,0,No,No,72
1543,Female,0,No,No,46
1544,Female,0,Yes,No,5
1545,Male,0,Yes,No,30
1546,Male,0,No,No,63
1547,Female,0,No,No,60
1548,Female,0,Yes,No,63
1549,Male,0,Yes,Yes,25
1550,Male,0,No,No,1
1551,Male,1,Yes,No,6
1552,Male,0,No,No,22
1553,Female,0,Yes,Yes,31
1554,Female,0,Yes,Yes,39
1555,Male,0,No,No,26
1556,Female,0,Yes,No,53
1557,Female,0,No,No,1
1558,Male,0,No,No,12
1559,Female,0,No,No,16
1560,Female,0,No,No,2
1561,Male,0,No,Yes,39
1562,Male,0,No,No,1
1563,Female,0,Yes,Yes,7
1564,Male,1,No,No,4
1565,Male,1,No,No,10
1566,Female,0,No,No,55
1567,Male,0,Yes,Yes,72
1568,Female,0,Yes,No,10
1569,Male,1,No,No,11
1570,Female,0,Yes,Yes,15
1571,Female,0,Yes,Yes,23
1572,Male,0,No,Yes,1
1573,Female,1,No,No,3
1574,Male,0,Yes,Yes,47
1575,Female,0,No,Yes,15
1576,Male,0,No,No,66
1577,Female,1,Yes,No,68
1578,Female,0,Yes,Yes,17
1579,Female,0,No,No,7
1580,Male,1,Yes,No,12
1581,Female,1,Yes,No,21
1582,Male,0,No,No,21
1583,Female,0,Yes,Yes,56
1584,Female,0,Yes,Yes,6
1585,Female,1,No,No,65
1586,Male,0,Yes,No,42
1587,Female,0,Yes,Yes,68
1588,Male,0,Yes,Yes,48
1589,Female,1,No,No,50
1590,Female,1,No,No,7
1591,Female,0,Yes,Yes,63
1592,Male,0,No,No,17
1593,Female,0,Yes,Yes,42
1594,Male,0,Yes,Yes,4
1595,Female,0,No,Yes,62
1596,Male,1,No,No,2
1597,Female,0,Yes,No,2
1598,Male,0,Yes,No,48
1599,Male,0,Yes,No,27
1600,Female,0,Yes,Yes,70
1601,Male,1,No,No,1
1602,Male,0,Yes,No,46
1603,Male,0,No,No,30
1604,Female,0,No,No,15
1605,Male,0,Yes,Yes,69
1606,Male,0,No,No,65
1607,Male,1,Yes,Yes,72
1608,Male,1,Yes,No,13
1609,Male,0,No,No,17
1610,Male,0,Yes,No,51
1611,Male,0,Yes,Yes,51
1612,Female,0,Yes,No,72
1613,Male,0,Yes,Yes,67
1614,Male,0,No,No,34
1615,Male,0,Yes,No,67
1616,Female,0,Yes,No,49
1617,Male,0,Yes,Yes,53
1618,Male,0,No,No,27
1619,Female,1,No,No,23
1620,Male,0,No,No,69
1621,Female,0,Yes,Yes,2
1622,Female,0,No,No,35
1623,Female,0,Yes,No,46
1624,Female,0,No,No,54
1625,Female,0,Yes,No,56
1626,Female,0,Yes,No,9
1627,Male,0,No,No,20
1628,Male,0,No,No,11
1629,Female,1,Yes,No,30
1630,Male,0,Yes,No,68
1631,Male,1,Yes,No,38
1632,Female,1,Yes,No,17
1633,Male,0,No,No,48
1634,Female,0,No,No,1
1635,Male,0,Yes,Yes,63
1636,Female,0,No,No,3
1637,Female,0,No,No,48
1638,Male,0,No,No,66
1639,Female,0,Yes,Yes,68
1640,Male,1,No,No,17
1641,Female,0,Yes,Yes,7
1642,Male,0,Yes,No,72
1643,Female,0,Yes,No,29
1644,Male,0,Yes,No,37
1645,Female,0,No,No,34
1646,Female,1,No,No,42
1647,Female,0,Yes,Yes,59
1648,Male,0,Yes,Yes,11
1649,Male,1,Yes,Yes,60
1650,Female,0,No,No,27
1651,Female,0,No,No,1
1652,Male,1,No,No,1
1653,Male,0,Yes,No,17
1654,Male,0,Yes,No,58
1655,Male,0,Yes,Yes,1
1656,Female,0,Yes,Yes,3
1657,Female,0,No,No,53
1658,Male,0,No,No,35
1659,Male,0,Yes,Yes,50
1660,Male,0,Yes,Yes,68
1661,Male,0,Yes,No,47
1662,Female,1,Yes,No,65
1663,Male,0,No,No,5
1664,Male,0,Yes,No,51
1665,Female,0,No,No,46
1666,Female,0,No,No,9
1667,Female,0,No,No,8
1668,Male,0,No,No,14
1669,Female,0,No,No,45
1670,Female,0,No,No,8
1671,Male,1,No,Yes,1
1672,Male,0,Yes,Yes,66
1673,Male,0,Yes,Yes,72
1674,Female,0,Yes,No,41
1675,Female,0,Yes,Yes,23
1676,Female,0,No,No,29
1677,Female,0,No,No,4
1678,Male,0,Yes,Yes,6
1679,Female,1,Yes,No,67
1680,Male,1,No,Yes,7
1681,Male,0,Yes,Yes,56
1682,Female,0,Yes,No,72
1683,Male,0,Yes,No,72
1684,Male,0,Yes,Yes,23
1685,Female,0,No,Yes,35
1686,Male,1,Yes,No,27
1687,Female,0,Yes,Yes,26
1688,Male,0,Yes,Yes,12
1689,Female,0,No,No,40
1690,Male,0,Yes,Yes,7
1691,Male,0,Yes,Yes,70
1692,Male,0,Yes,Yes,60
1693,Male,0,Yes,Yes,39
1694,Male,0,Yes,No,72
1695,Female,0,No,No,1
1696,Male,0,Yes,Yes,54
1697,Male,0,No,No,3
1698,Female,0,Yes,Yes,63
1699,Male,0,Yes,Yes,71
1700,Female,0,No,No,42
1701,Male,0,No,No,47
1702,Female,0,Yes,Yes,66
1703,Female,0,Yes,No,21
1704,Male,0,No,No,11
1705,Male,0,No,Yes,1
1706,Female,1,Yes,No,55
1707,Male,0,No,No,69
1708,Female,1,No,No,3
1709,Male,0,No,No,4
1710,Male,1,No,No,30
1711,Female,0,No,No,5
1712,Female,0,Yes,No,71
1713,Female,0,No,No,29
1714,Male,0,Yes,No,52
1715,Male,0,No,No,68
1716,Female,0,Yes,Yes,46
1717,Male,0,No,No,8
1718,Male,0,Yes,No,72
1719,Female,0,No,No,17
1720,Male,0,No,No,3
1721,Female,1,No,No,2
1722,Female,0,No,No,9
1723,Female,0,No,No,51
1724,Female,0,Yes,Yes,6
1725,Female,0,Yes,No,3
1726,Female,1,No,No,17
1727,Male,0,Yes,No,30
1728,Male,0,No,No,31
1729,Female,0,No,No,45
1730,Male,0,Yes,No,64
1731,Male,0,No,No,1
1732,Female,1,No,No,1
1733,Male,1,Yes,Yes,61
1734,Male,0,No,No,1
1735,Male,0,No,No,9
1736,Male,0,Yes,Yes,72
1737,Female,0,No,No,1
1738,Female,0,Yes,No,7
1739,Female,0,Yes,No,66
1740,Male,0,No,No,1
1741,Male,0,Yes,Yes,40
1742,Male,0,No,No,16
1743,Female,0,No,No,2
1744,Male,0,Yes,No,67
1745,Female,0,Yes,No,41
1746,Female,0,Yes,Yes,56
1747,Female,0,No,No,72
1748,Female,0,Yes,Yes,3
1749,Female,0,Yes,No,54
1750,Male,1,No,No,52
1751,Female,0,No,No,50
1752,Male,0,No,No,14
1753,Male,0,Yes,No,27
1754,Female,1,Yes,No,72
1755,Male,0,No,No,62
1756,Female,0,No,No,12
1757,Female,1,No,No,44
1758,Male,0,Yes,Yes,54
1759,Female,0,No,No,68
1760,Male,0,No,No,20
1761,Male,0,Yes,Yes,50
1762,Male,0,No,No,58
1763,Male,0,Yes,Yes,35
1764,Female,0,No,No,2
1765,Male,0,Yes,Yes,63
1766,Female,0,Yes,No,58
1767,Female,0,Yes,Yes,27
1768,Female,0,Yes,No,71
1769,Female,0,No,No,63
1770,Male,0,Yes,No,71
1771,Female,1,No,No,41
1772,Male,1,No,No,13
1773,Male,0,No,No,2
1774,Female,0,Yes,Yes,68
1775,Male,0,Yes,Yes,1
1776,Male,1,No,No,65
1777,Male,1,Yes,No,72
1778,Female,0,No,No,28
1779,Male,0,Yes,Yes,72
1780,Female,0,No,No,2
1781,Female,0,No,Yes,18
1782,Male,1,Yes,No,60
1783,Female,1,No,No,26
1784,Male,0,No,Yes,1
1785,Female,0,No,No,4
1786,Male,0,Yes,Yes,68
1787,Female,0,No,No,38
1788,Female,1,Yes,No,42
1789,Female,0,Yes,No,57
1790,Male,0,Yes,No,54
1791,Female,0,No,No,12
1792,Female,0,Yes,No,44
1793,Male,0,Yes,Yes,42
1794,Male,0,Yes,Yes,72
1795,Female,0,Yes,Yes,71
1796,Female,0,Yes,No,19
1797,Female,0,Yes,No,23
1798,Female,0,No,No,30
1799,Male,0,No,No,35
1800,Female,0,No,No,10
1801,Male,0,No,No,1
1802,Male,0,No,No,22
1803,Male,0,Yes,Yes,7
1804,Female,0,No,No,36
1805,Female,0,Yes,Yes,34
1806,Male,0,Yes,Yes,72
1807,Male,0,Yes,Yes,36
1808,Female,0,No,No,1
1809,Female,0,No,No,23
1810,Male,1,Yes,No,32
1811,Female,0,Yes,Yes,71
1812,Female,1,No,No,23
1813,Male,0,Yes,No,17
1814,Male,0,No,No,1
1815,Male,0,Yes,Yes,12
1816,Female,0,Yes,No,72
1817,Male,0,No,No,1
1818,Male,1,Yes,No,72
1819,Male,0,Yes,Yes,60
1820,Female,0,Yes,Yes,61
1821,Female,0,Yes,No,6
1822,Male,1,Yes,No,32
1823,Female,0,No,Yes,31
1824,Male,0,No,No,19
1825,Male,0,Yes,Yes,72
1826,Female,0,No,No,32
1827,Male,0,Yes,No,65
1828,Female,0,Yes,Yes,45
1829,Male,0,No,No,42
1830,Male,0,No,No,8
1831,Male,0,No,Yes,32
1832,Female,1,Yes,No,22
1833,Male,1,Yes,No,57
1834,Male,0,No,No,1
1835,Male,1,No,No,1
1836,Female,0,Yes,No,1
1837,Male,0,No,No,24
1838,Male,0,No,No,1
1839,Male,1,No,No,54
1840,Female,0,No,No,4
1841,Male,0,Yes,Yes,65
1842,Female,0,Yes,No,56
1843,Male,0,No,No,45
1844,Female,0,Yes,Yes,71
1845,Male,0,Yes,No,59
1846,Male,0,No,No,69
1847,Male,0,No,No,19
1848,Female,0,Yes,Yes,55
1849,Female,0,No,No,38
1850,Male,0,No,No,10
1851,Female,1,Yes,No,47
1852,Female,0,Yes,No,2
1853,Male,0,No,No,1
1854,Female,0,No,No,1
